GSE21749_P_WT_1 GSE21749_P_WT_2 GSE4193_P_WT_1b GSE4193_P_WT_2 GSE21749_R_WT_1 GSE21749_R_WT_2 GSE4193_R_WT_1 GSE4193_R_WT_2
slamf6 5.62698085185669 5.71603565475517 6.86606609222305 6.77631488108753 5.80394100913951 5.81591222847791 6.59869833934022 6.81206637510732
aspm 9.22348495748581 9.11337868434651 7.31767710494678 7.39818906801249 7.74515226156122 8.01727896583657 7.19934830926546 7.19117360015613
cenpw 7.49924812054904 7.561677320399 6.16720554148183 6.07951663912626 6.11063019641605 6.91123210465991 5.88882173794836 5.98159455097801
rabep2 10.3099463507473 10.2856862616823 9.99200988888923 10.0633754488014 9.31205700346252 9.51373147962223 8.52720869953993 8.08722956428778
itm2a 7.67458020307087 7.65396539192742 8.95294024356094 9.25931390507531 8.38428876774257 8.48976409521767 9.29001103386496 9.19345520108746
ccdc79 11.7817698751557 11.7954757437883 11.1706592736433 10.8255435253356 10.441738851299 10.570401617058 9.95854815138101 9.38124105528433
fiz1 11.2998149165183 11.0105898267676 11.3956929588009 11.317005982638 10.5023160857559 10.3423109888162 10.1798679403326 9.92404096647291
bend5 8.67759490415877 8.55764726476166 7.40092834338257 7.37380814391333 10.3043471415253 10.1949987696948 8.40424612139826 8.27256185575272
fam160b2 11.0242239281942 11.0022922357009 11.0566214687906 11.0074566514544 10.0670773921586 10.2125332449948 9.83665199907916 8.78476641000146
prss44 10.8316582862929 10.6218241596047 10.3970099957331 10.5832216158012 9.69980722156228 9.78221802034526 9.2641381792564 9.16001578444164
mtg2 8.81593701573591 8.8877474436628 8.30336715187349 8.23194566941886 6.95396798839401 6.50637852023154 7.58806472330114 7.78973107277707
tomm7 11.9963028301038 11.8429909015502 10.7232790824285 10.9343557977837 11.8129397057142 11.7367185977944 10.8289565773644 10.7874258425907
dnttip1 12.6991008887641 12.7323294171745 11.0827875337311 11.2272617740457 12.0280210973863 12.0842529052364 11.2905264204933 11.2390996897568
dnaaf1 10.6875169180479 10.4321470109062 10.7516281122153 10.7634864436989 9.70439387081787 9.69425749075209 9.7273253857639 9.31315883688629
cd93 5.9810750966877 5.86911137424531 7.42925814035767 8.42916571272271 6.41239989091115 6.29769324572481 7.12614620984165 7.15048422893243
ints5 10.0850361618318 10.4765768451437 9.50020663802628 9.03215223831726 8.28614536242289 8.43128710897223 8.96640563878326 8.71629041774462
hus1 9.17120646887393 9.30797368241559 7.98516200191958 7.57226501348344 7.33174376104996 7.61560047266807 7.12630121507472 6.76269896942752
cybb 4.76195165527797 4.50488766076308 5.47441354878988 5.66449579782372 4.62886397510067 4.63777871162556 5.62750243710333 5.92200608335073
cdc40 7.5284681221887 7.61684824213207 6.11296320148149 5.70663244585641 6.1885977889735 6.36155091720763 5.22852023301294 5.48858531223776
tab2 9.72382847927292 9.76229014408956 8.77591439544774 8.47165362342181 9.83669371146624 9.94909032958189 9.29492257718619 8.78115206297361
lman1 6.48807104111725 7.3687953889166 5.52048071560909 5.10336133868122 4.56535336468018 4.76525155783454 5.08401010455613 4.74975871040902
ikbkap 9.89857937925469 10.0871225793122 9.13711395200463 9.06268148356667 8.04628376277941 8.32951909437888 8.84312451958644 8.31833995104169
mllt4 10.7329223969129 10.724983091746 9.22740450404154 8.85901161662258 9.47833132614243 9.45555250417748 8.58096691233516 8.39831095489579
ralgapa1 10.5765159621787 10.6522437451089 9.98808098092549 9.49420145310254 10.5528875105271 10.662570581704 9.62864682775197 9.48764233293533
mfi2 7.0621297589731 6.77980535188206 7.55872873948515 7.77445483842627 8.54032546060773 8.60461589518796 8.39971664580413 8.12332612060464
bc028789 6.10984309156059 6.08196572423629 7.39556301940975 7.38105749672108 6.4760954558243 6.55537699311835 7.3535164014377 7.45690725636798
ifnab 5.02326567403759 5.20861873316443 6.1018060691171 6.34286122750647 5.41612710691535 5.41364922065762 6.42091228575063 6.61849541609599
bai3 5.93949079925822 6.08222811454038 5.23075958999909 5.09107723282547 6.92769262649874 6.62456438121838 5.40027841134196 5.17942907082995
gm996 7.41983432311636 7.047216081639 8.60330004742237 8.5272670326377 7.87877858114668 7.46591177252699 8.3409359934928 8.42978669201837
cit 8.00631985934005 7.99623013164899 9.19840928506335 9.26295332063522 8.2887141862834 8.283667868483 9.25777932750633 9.19932988327792
prkag1 7.57302001067066 7.64377581754418 7.87626687616567 7.89017982126751 6.12387539121186 6.21794138350102 6.86375765118513 6.92329045122447
crtc1 6.60520373410615 6.47370996785461 7.67193813032869 7.82647582036381 6.81158921524042 6.96969996180342 7.7371507254438 7.84156727805251
nme2 11.3550797665756 11.6590380904977 9.45759426367585 10.099884204023 10.7412528014109 10.6311558131565 9.49988083227817 10.0270379552849
ndufaf2 10.1340564378273 10.1934379172047 8.93853621411628 9.28390412270544 10.6779400941959 10.5346695099869 9.29880160634005 9.2659204818517
rassf3 7.20210011746918 7.26401039696946 8.2476965219784 8.27723645313077 7.25794613915645 7.26537884059899 8.25666365457698 8.33555162639998
usp45 9.1710063698945 9.12892343017449 8.48432742417936 8.32933817083592 7.80389483478823 7.90601714505191 7.17344477779769 6.44192900240075
qsox1 7.4429217395459 8.19837352780813 9.38601426959146 9.62132576009772 8.24687267865756 8.26037185836124 9.18296456735479 9.01600798805255
ctdsp1 8.10007873017408 8.25605509715496 9.1817842432564 9.27788288930975 8.0630624295123 8.1394206409807 9.01063601701133 9.11077153115848
muc3 11.2936769808691 11.1483356043601 10.3433579922993 10.6159595964113 11.1851883282057 11.2365911204824 9.68215150835736 9.76746916644991
sema7a 8.3860941283551 8.14883600626923 9.48497163300993 9.58670167401621 7.69550360715168 7.68114059796978 8.48687598890137 8.88368836089107
tnfrsf19 5.48425124973864 5.24450572761741 6.30143886000862 6.48784636583006 5.2673056443357 5.53672712571061 6.41525694831293 6.46813429327299
ercc1 7.932400735863 8.06149278313431 9.09848730073695 9.15959813035467 8.19220137636672 8.46689313368715 9.15740361958352 9.38599473723013
ubtf 5.86431223722813 5.82078327748624 6.21470280669635 6.78940049781658 5.73097085625908 5.49388048208115 6.9759500822542 6.81826080714152
daam1 9.33199962549997 9.10926152865565 8.09729706600838 7.75022758776681 7.30232395009815 7.37727453426363 7.36870750477917 7.20580146400683
serpinb6c 6.18034831850013 6.26049425089143 6.20227415563208 5.84513024551138 7.88944456960689 8.86169908433922 6.96347063345951 6.85508131284278
arf5 10.0580566010582 10.1763887757775 9.36055383886435 9.56991050197341 8.69861578121636 8.63407478707193 8.67929258771601 8.80404442665688
apmap 8.63714085926684 8.83037153572922 7.78904296308596 7.76208476168216 6.68479464094661 6.73370200222312 7.60132641980604 7.09266539499519
msn 6.70938781022077 6.75752892727858 7.95232188988749 8.5005048308344 7.01667914570543 7.10554984372853 7.94926094711673 7.6859348103846
syndig1 7.30684861011009 7.25686040123745 8.53990713282752 8.58030081375182 7.70775196019359 7.84549550529525 8.6816846944815 8.79191621797285
ap1b1 11.0740638782189 10.7732389245465 11.4190399186616 11.4373545101439 9.76763382667463 9.71670922256223 10.2937230790902 10.3096896648759
atpif1 8.8881618777866 8.59956880296805 8.22827372817686 7.5548925304011 7.20711198860409 7.69633718065771 7.35816177387518 7.21759419204985
meg3 7.59814644031904 7.52026281429562 8.79115427122277 8.90799309833395 8.07794777634771 7.94541771634454 8.83933560721118 9.17256205177836
zfp608 10.2067935559527 10.363462923482 9.69664081905013 9.62255242967281 8.85432619038621 8.92312109917991 8.74268142190771 8.17971767742752
tnni3 8.53860696869385 8.471841882157 7.80627545165926 7.7898669125108 10.0531257414858 9.72194119783298 9.07966611421663 9.16361304674834
rfesd 10.2389835119453 10.1556922908767 9.7649732041088 10.0227533840922 9.15971710521364 9.15576988862069 8.76657642828462 8.55235013658322
tmem8 9.70485111513892 9.61883597698577 9.17517102812132 8.80904234441008 8.35547607836923 8.41970021695126 8.08827544650821 7.9351613393716
dock9 6.35001473519215 6.34490310853311 6.23672128530545 6.43409452792206 7.4258606584124 7.31945032218008 7.55789264018526 7.25540607396331
rcor3 7.47821252283342 7.0643298286031 5.66447670006449 5.18219540936313 5.09589565626903 4.84449206918639 5.05171672936019 4.9136170572209
ubxn8 9.67211508048536 9.80906304365988 9.18176574166079 9.29599410901732 10.6820122284993 10.7052418041361 10.5394779423424 10.4130895531801
pkp4 10.3382586907898 10.3861001599074 9.14173168310751 8.88341304896391 8.63985486575372 8.78842200212644 7.85594594898082 7.57355937638914
acvr2a 9.18683844227813 9.17634221481137 8.82110012196792 8.92445184553205 10.5425165990529 10.6683181093854 9.96576327789092 9.74647428396405
tlcd1 7.54918805175374 6.98314011926735 6.65013492103127 6.52030987942569 8.26174265223434 8.2185106454283 6.74335654776006 7.11448433167006
zfp57 6.99012426193823 6.84663616090487 7.82048543842658 8.00694561292661 8.35573375246984 8.57337864743185 8.71727529918797 9.20150456152606
pkmyt1 11.4752615669748 11.2506970257972 11.5679735527381 11.4571757221311 10.2073647605607 10.1219926967056 10.6414740664251 10.5513925612633
swap70 7.72142523493038 7.49387571052898 8.39501544935923 8.49660072614535 7.4431419643466 7.50590947033785 8.50693066575446 8.73368547001252
mfsd8 7.44814466619233 7.49265928193936 6.11741045904878 6.07661610151071 5.01651061099948 5.41828523338408 6.0500742835478 5.46579768914048
decr2 5.80009129252444 6.16930013942684 6.54965198650152 6.68365480546819 7.8333675113713 7.61492332978248 7.20298949769394 7.39599987959033
tmem165 10.8193144115397 10.9200380080882 10.2934294376439 9.40226782198573 11.0638246843628 11.1165728488373 10.0141540784159 9.79685628055958
cd151 9.46884890931909 9.36222984821993 9.53973001211695 10.0201641377989 8.52809568690031 8.44314563848855 8.50124998044673 8.45815432671086
lamc3 6.28902184830025 6.42094161632043 7.35216944154383 7.53386004870514 6.78278283546102 6.60288578607812 7.61231290970414 7.7210511561401
bb182297 7.97181908829972 8.3046332808901 6.03375910452657 6.09231295618882 6.44467520390455 6.12792330635042 5.22114099413941 4.9020815845078
hmga1 11.3836022286775 11.1830812102081 11.7716919912605 11.4554110801119 9.42854543368307 9.27712335843953 10.7482438635491 10.73142371906
cars2 6.66323938368834 6.68468094674804 7.0553502352816 7.19082127500083 7.97477499897125 7.81817340581429 7.95305342635055 7.98822667211499
afg3l2 10.3339877697056 10.4633005738353 10.2572970105373 10.1422601317131 9.28319936291324 9.38313280148534 9.2732051556968 8.86466303110276
ncoa1 9.01360662100262 8.7762997236687 7.86685517997518 7.44171980238695 10.5408042553771 10.4979387960754 9.09457995432585 8.64392502540428
krtap3-1 7.26688307767198 7.27476162532467 8.24206463376892 8.48775071917188 7.51814342202929 7.57760796132371 8.44139956157497 8.6502593399069
loc552874 6.78419773805464 6.93962697780054 7.98129672186231 8.19626213727701 7.17571661603025 7.19296902369537 8.08435642349432 8.26920406255594
gal 6.63204648296045 6.76979064940221 7.73982449370434 7.85724411624971 6.78898445019218 7.15580254276671 7.75399204433714 7.94576551923572
fkrp 8.08069960042971 8.07197767409927 7.87531604350127 7.53102743076699 6.80245434562376 6.58482001294515 6.97105066241562 7.33099882799691
pskh1 8.26269457987617 8.04770275914895 9.15829410169821 9.23223204836565 8.55365018824398 8.12921739617744 9.22231043154569 9.54754740110487
slx1b 7.12224540496148 7.30228872077712 7.38833022708346 7.61651397951647 6.34170011202539 6.27576845149219 6.28908415854564 6.394204359587
sepp1 8.20176577190699 8.56290232275305 9.36423682156073 10.1151079728097 8.56790684257146 8.75611052874314 9.60452747773738 9.54756173854033
pls3 6.05225146240428 6.18080564838666 6.99903920706556 7.25489590855706 4.40109343644714 4.65232525465964 6.59674845943337 6.12986656887809
fnip1 11.447470218899 11.8308875709152 11.0427619062423 10.2098924913781 10.5478228929304 10.8480980210637 9.96643873946688 9.74562288646618
pnpo 6.91992488945514 7.40012822440287 8.23046610145223 8.31886809613109 7.21781362969188 7.25496422381403 7.94864724005345 8.27083416926421
znhit3 11.5138357312647 11.5744715570167 10.4268223583369 11.1043080127961 11.0749261258339 11.1613304982883 9.62639751914619 9.73785585026136
iws1 9.09870054941947 9.39567806320272 8.2143884416935 7.32130734376252 8.67899389978261 8.4707964551391 7.42145520250751 7.9117822591329
gm10224 8.01003003049511 8.40932915064344 7.21312261078695 7.32998580748879 6.20918555893556 5.78458128031552 6.66215594930073 6.60422317005814
galnt4 6.63843746643188 6.92512610196636 5.59026667422338 5.43772103000712 6.05848162369234 6.31440277635819 5.04868355461623 5.2906524927621
pomt1 12.2740561422265 12.1498497906865 12.7076346174135 12.5295868395347 11.3539932570949 11.3124693675435 11.5969094142412 11.2558477547599
ffar2 5.77696940694421 5.88767651762146 7.0784818086255 7.09705873125431 6.15602567619288 6.29337809351647 6.87161603435734 7.11273334244585
klra5 5.41593030631142 5.52373174383178 6.18856743226477 6.3024841898419 7.05748886559456 7.51706668565823 6.71675362199146 7.00278825673382
cplx2 7.80695641789778 7.70380635750426 8.92754965847837 8.83764121289283 8.23546512249406 7.77680796444965 8.53461099801109 8.77878119057047
mmd2 8.41589443402139 8.68247915582478 8.61773535649826 8.86425396963925 7.91086111239235 7.67115927843947 7.54669908066732 7.37931549477233
ccnt2 8.02678866443296 8.09296216140928 6.60796421470433 6.45665699913633 6.21285392374428 5.84906652951022 5.99886591835518 5.87876014070601
mettl22 6.73485826309972 6.64396749375058 5.61192698552688 5.45377682026195 4.89415331300551 4.6945819133276 4.9512747223318 4.8221004277964
tsnax 8.4217406042229 8.47521306623341 7.18209028571384 6.42211991698965 7.18122585203221 6.76612736853215 6.51481527979015 6.44878204124961
wipf3 8.97082987098683 9.47480501884646 9.11014140752942 9.49610366696982 7.40070821898357 7.85261946388866 8.45534549833028 8.32620619358338
plod2 6.14909003656466 6.41684655724198 7.1863066510056 7.28957813507667 6.21177176581291 6.2210649831824 7.37797338611923 7.1500487800951
wdr48 12.0458719843048 12.0490139741926 12.0426752928972 11.58010019754 11.0854141795106 11.4718824373895 10.945196481183 10.7416382337218
sept11 7.97273050441312 7.62460887583115 9.17251289513106 9.24840339309088 8.3942389285249 8.27363710811804 9.11401853412826 9.68179275319393
wdr46 10.927793673578 10.9304057155207 10.7620983156657 10.7113287467096 9.81336182601609 9.80192180338571 10.1701183246913 9.46774858882516
prmt10 8.93027152895979 9.01535305980126 7.49275975935451 7.72476571089911 6.66848995301543 6.70392432084059 7.30545130687707 7.14310539508394
uspl1 12.0318263864163 12.0696309488146 12.0737891755101 12.0168049648841 11.0763264799445 11.1268837779812 10.9656465442717 10.7062675856277
stx7 8.44314176636894 8.75189170629393 8.01958633415956 8.2693726479338 6.82678705261482 6.80678823332063 7.63012983416189 7.48480575473489
zfp560 10.7221861917917 10.7298201079862 9.22701193879367 9.69695631555146 10.9059165899972 10.9389240052565 9.8098493891916 10.1281351551187
cox7c 7.21126520830752 7.09618545398047 4.62283828342769 4.3063257594448 4.65931078418747 4.82785291466172 4.25710384683092 4.43488526204195
pcx 9.78967839486757 9.71441680043696 9.26982316510585 9.27055117320489 8.13141913082091 8.04402940157388 8.60479666197683 8.47530258715259
mcph1 8.9212580805024 8.88355343066929 8.32766902871959 8.0138238003137 7.79235447802229 7.51962950119129 7.33903851068229 6.86769123383915
slc12a7 6.62700013127625 6.79302977711875 7.50814278517631 7.95444807426428 8.54079812794146 8.47527600337212 8.26990918546892 8.17113052519715
rgr 5.35278771378208 5.69782625650847 6.71726306786367 6.74669165712114 5.7446950631291 5.82212374419477 6.46933052553586 6.75130542053884
tff3 7.45528915232747 7.33671072500294 8.64910041356804 8.69401774634202 7.74005222035549 7.88548602836033 8.56610569022395 8.74885392800497
ces3a 5.52438003678545 4.79584255621899 5.40011250381958 5.82570647850452 7.06520851068123 7.03222127403851 6.04338613620152 6.3022412922205
commd3 9.78284185808167 9.93699818733707 8.97712891491938 9.00504844813762 10.710006364104 10.5359995801634 10.3030893000841 10.767317506605
lrrc59 12.0219183536867 12.1399929930833 12.2749780957594 12.3230134885227 11.162282027033 11.1894777386698 11.2939511177791 11.0287596808224
map4 8.86816136063466 8.75062055748223 7.8486681289764 7.29429736566407 8.88031148451928 8.45485912013627 7.61027704736111 7.89063964596833
atf7ip2 10.091620716719 10.2174551450827 9.56792839844613 9.31009567706244 8.84815216502322 8.97753760439514 8.28726385219133 7.84716959701769
sycp3 12.8984072515678 12.9537007679062 12.8932161195532 12.6989458533806 11.4392397459042 11.3824255625959 12.1807843797143 12.0584625144344
cenpa 6.6413152616801 6.90724061604837 6.06788481462641 6.48046805079221 5.79849384752195 5.32916177090304 7.48384360708543 7.24372455304488
zfp846 8.84153435636444 8.80489070288437 7.74390849057048 7.61282941888905 7.18667033804622 7.33482484062058 6.51359742710101 6.25388602544778
abhd14a 11.5247561260428 11.6097000853853 11.4815419234402 11.4155112559474 10.5031280076906 10.4972582776618 10.4834303751319 10.6702683761936
chdh 10.1266802969155 9.34966369816418 10.4662779767102 10.364264367275 9.36417600994036 9.43194843347 8.73280975568965 8.16658824311857
ai429214 11.4582070847427 11.3083083924223 11.1374798177668 11.1455347504272 10.2827480729664 10.4169204211936 9.82990517656484 9.93547154935933
atm 8.21199725117992 8.68360150880336 7.53349433319311 7.30309889392532 7.47884631222082 7.0225331230332 8.4003255352827 8.49911433578033
fxyd6 7.0876641282997 7.22583275541393 7.76076841106877 8.15395401643129 5.64508392521987 5.23019774740947 6.61103154613636 6.99262483421833
dixdc1 9.26303619467583 9.35697005741717 7.43988433879467 7.5480106361239 7.91028293827623 7.74242796017196 6.7143173681527 6.55138048446385
mastl 7.80542608693702 8.21896313257133 6.64098615441484 6.59238205451296 8.69162384373416 8.90993642626755 7.91951931345461 7.58266557633422
srp19 12.3632733111963 12.4325511604884 11.0749349575576 11.0632200103469 11.7309121592702 11.7550651884547 10.3350808955896 10.4794586633823
gm14680 7.07455949449876 6.93519540851175 8.25823035344757 8.21010513734312 7.30325956352461 7.14811757477801 7.95467091292946 8.08935264070503
atf5 7.17696339868866 7.11444856982998 7.41429547255238 7.70467108166775 8.54079812794147 8.32608310579842 8.17422882396819 8.40072284048228
gm8069 10.1786983804105 10.2817343829335 9.01696565910019 9.3469778736133 8.23785130110804 7.99565014923155 8.71814585897703 8.67434642907598
atg4b 8.59710526633511 8.80986176773097 8.25512963586913 8.12566264354836 7.03345161303803 6.82921215701256 7.61887516315384 7.45682971002879
sez6l2 7.72901086999004 7.99656254634821 6.70035101655038 6.58057808914761 5.97939220364685 5.93404926470237 5.77194936165735 6.09368186988355
tesk1 11.8830205153042 11.4506833539138 13.0414504166487 13.0076983536687 12.3524101761996 12.1364316499482 13.4361646949946 13.1257945072354
fkbp9 7.00996954150997 7.30089230637092 7.09313025377254 7.82624193178435 4.31267280954731 4.82737954377289 7.75747593710442 6.95844902009957
rab38 6.94702338214179 6.93960651860566 8.26198277607725 8.356769082089 7.45215145693656 7.40037194519613 8.12695347432948 8.31943892937944
nupl1 11.8933062419438 12.0167391920494 10.9466207564413 10.5453862953018 10.2067177247603 10.4726711339814 10.1568035471444 9.49668422738836
clcn4-2 10.0000081850405 9.90464471162455 9.42375649562467 9.21886064471753 8.67734176931363 8.77757389139587 8.18794397779519 8.02160261458609
snrpb2 11.122487082847 11.4182966822512 10.0836985554967 10.2373514484181 11.1687182728192 11.2452522840185 9.90940855857514 10.3452460805802
purb 9.6044575109493 9.86565811123636 9.24968644384963 8.49997296726821 8.42000184908315 8.50055616968534 8.13859381824228 8.05112974525381
mif4gd 11.7639843255475 11.5982546878645 11.9155713408073 11.8365260907017 10.7751678901488 10.7496714665179 10.7994912284204 10.9351543209539
sdad1 9.89725621906826 9.9274604335855 9.92060696846375 9.5869739724974 8.54195723145522 8.63809593337569 9.3104166778642 9.00689880473504
flrt2 5.37407783904388 5.17862588524943 5.96269906543565 5.66662306449919 7.07691705337488 6.73016255725549 6.53244968388064 6.37010854682627
arhgap9 7.68823053201318 7.72856304342042 8.70190573375849 8.72151984653032 7.65174505786525 7.73872659790042 8.73552287114986 8.62433466754456
mcat 11.1789344429277 10.9652604808263 11.2203054717912 11.1673761440858 10.2171407658015 10.2092531692199 10.1003416826154 9.92025394435324
clasrp 10.4181692290238 10.1677582006897 10.1444805534432 9.87255908224014 11.2684695476164 11.1253096581645 11.0486435930771 11.2241625144637
grin2d 7.0494324459322 7.38430551343564 7.93272133366398 8.26109801707947 7.55785384785266 7.33174265626532 8.65317751057297 8.72370649274409
march5 7.19147734307408 7.6389477502193 8.54865839811505 8.58704759689613 7.61050890418246 7.42331885048478 8.54853738012191 8.5596755995324
ube2f 9.64992967415168 9.5917964456591 9.47768701252508 9.69412088562725 10.9645390335686 10.8350519925104 10.4340265685416 10.5524070720714
gchfr 6.27964432020255 6.08734255816687 6.60168669970972 6.56552089475423 8.09003532978473 7.70450550234555 7.29325909314807 7.40744560231435
ddx19a 10.3979959104438 10.4349610709259 10.1788989438377 10.506674598228 11.7332740169932 11.7746398079929 11.1951363711263 11.3067266709229
bglap 7.6349292389964 7.51949939080464 8.80206535734641 9.02093950211379 8.22942519222466 8.20681988035133 9.1431195507124 9.26598209935845
nr2c1 8.11559414747795 8.2844965422233 7.56157265835151 7.4455855640134 6.7495841066939 6.88807522699811 6.60134181779462 6.2056560867612
pfdn5 12.5249664197869 12.5364248719541 10.9785213087595 11.5647295172221 12.2805514144152 12.3455744677274 10.9973753977446 11.5384547143417
rbm24 5.69261946409241 5.63163477855246 6.60647285836115 6.72830348870067 5.5165720501403 5.59081562643264 6.40110605592036 6.61478620991441
prdm11 8.591793877878 8.64899592611897 8.03567660558797 7.63721788718784 7.5234022799457 7.0582843798408 7.20611135074541 7.13201877270365
gm13583 5.65866805127654 5.71037555075993 6.70456325775308 6.93734492698907 5.80471087362795 6.38255444354876 6.72189293453709 6.90569669242368
qrsl1 8.25873927972969 8.18334909457201 7.30969342409351 7.08868014533015 8.29397938501872 8.39163731048078 7.39301300812586 7.19532930311755
capn6 7.21427304712306 7.32617895986077 8.33343546522285 8.66905490502537 6.40196410771761 6.09065804664673 7.78665387699103 7.88560766973658
glrx5 10.7554101608642 10.8701513203234 9.82939340741141 9.9565685427952 9.18911088154491 9.06928642401792 9.21145106929819 9.11256240360901
pradc1 9.88849978339115 9.9519761545883 8.54410891080962 8.76487686027327 9.23731910206639 9.25053744414103 8.063240375225 7.88211380916313
thsd1 7.01145255827505 6.9549604093941 7.20413605639943 7.23003214516458 8.32494386879914 8.42623500045011 8.08079053596492 7.98281282078379
zfp41 11.0548948009176 10.7823945844409 10.9552835202994 10.8642711231029 10.0155743962725 9.81915710483352 9.92849911749334 9.775840515787
whamm 7.80677373284588 7.89284280424454 6.82834932653286 7.09797121609942 7.79014279925787 7.953185564274 6.48063512902463 6.84718738631945
sept10 10.5596863432739 10.8660190421536 8.34549225433254 8.39761234363257 8.35803768585053 8.68985431922765 7.64974605929232 7.03808782196903
bc029722 7.72798852116464 7.26538356835847 7.69975889959949 7.78130234612272 9.07663343105402 8.93589556002316 8.53368786767177 8.63005741287556
ick 6.11171008537117 6.35911466944952 7.32806201744129 7.2708764282354 6.1213584756074 6.48596125377435 7.37913107842026 7.19316811588966
gm20204 9.82860927314316 9.80356819874184 9.07844556071574 8.53428048707429 8.55549193902325 8.74851669534189 7.49414952213552 7.28606987581666
ppp2r2cos 6.5276942104648 6.41323232042206 6.97254762084074 6.97525049420702 7.94728954123639 7.8697991076881 7.46701780950111 7.83910516396154
svs4 4.18939668855376 4.35915481648579 4.72474842136003 4.8489796687645 6.72571441589853 6.44575673322917 5.27495926647527 5.34295459801512
abcf1 10.8419713269649 10.9719135885532 11.0037733859029 10.8254626028843 9.86859444658003 9.89621574120963 10.1156016100346 9.64060808608702
senp7 6.898393099407 6.92900518267202 6.14344319154763 6.11493045984936 7.59547883160116 7.6989653248876 6.08600438449936 6.09781114696144
thyn1 10.2416028782551 10.3703625177325 8.97097445670534 9.48390012849383 10.1734594500025 10.0926136067689 8.78901783384866 9.2842025403752
pitx2 7.27134576277445 6.94003241841919 7.05783386135541 7.35955263147615 8.69735140349995 8.94162563347687 7.87947969365824 8.03746978375661
dpp9 9.45229840739064 9.29225827471839 8.8594053009823 8.46647373309409 8.14666594736009 7.89288619975363 7.85887456265355 8.0132385290133
snx14 10.7341859844129 10.7781995451913 10.4444210183389 10.4436732128635 9.59521978088395 9.75945378859557 9.34457938529916 8.9602114581756
bc052688 7.16626192614987 6.96891696710103 5.01916441567542 4.80573299170516 4.6171306733052 4.75794085273507 4.21226394126149 4.23863592099218
tnrc6c 9.06818294431623 8.97198705267401 7.59719340896457 7.26741971961108 6.99124950771246 7.26174146945341 6.85354621626361 6.45180848499261
lhx4 6.86978909676731 6.91112932929321 7.92992576204278 8.00166803220048 6.98135823046161 7.13516804414987 7.78943946780986 8.04772617156694
zmynd19 9.51130889353781 9.66433908171375 8.90092025854334 8.51248865865506 7.97539701196375 8.26283786404601 8.08698611039333 8.01753970133277
tex14 11.1623821635366 11.0721327177549 10.0883765833459 9.95534594787262 10.9863392234492 11.0618767133925 10.2735327548282 10.057738678864
klhl32 7.54294999012866 7.47916953450444 6.41439228415851 6.51097586541946 7.49331778061258 7.42055103630679 6.46328523146427 7.05770892470977
rab33b 9.67051983155454 9.66593430516125 9.36584742984717 8.7205404943128 8.67405475527079 8.86092003727511 7.80719064197254 7.33905609606863
gabra1 7.6603440785749 6.85711593119874 6.87216028772183 6.49660813156578 6.07781357686488 6.42724770846035 5.276194364799 5.02792816800072
batf2 6.92619493987907 7.21530774559522 8.12343494056121 8.25260939651395 7.12114541407038 7.32717202222545 8.14913172480217 8.34529189314403
p2rx5 7.44458751732828 7.41490843437604 8.65343393200092 8.55702122744258 7.85892909597207 7.87315264559241 8.99361249243054 9.20577824043476
fam118a 12.240054853049 12.2023149752723 12.1221155090334 12.0279225582138 11.1825480417941 11.3144515978235 11.0887242674093 10.7088220263738
zfp938 8.37410935858417 8.39547175365862 7.09609894232798 7.3681038439342 6.72028857189697 6.79194850120651 6.38570512283917 6.31349141787501
foxf1 5.88482989661357 6.32635429471546 7.27634778024986 7.47357088379794 6.26182703804504 6.42308483434955 7.28762615360832 7.3090350447365
mta3 10.571044961665 10.663769356153 10.014298238845 10.0938781890906 9.08903704445957 8.907802679153 9.27755339746408 9.41307652034009
itih4 6.3848698286757 6.344908952358 6.97357661328618 7.38644613159712 6.19079265006771 6.50129658444977 7.34780651795286 7.53375918167444
echs1 6.98921356985675 7.11726466345628 7.09953251166811 7.7253096591637 5.20851594225057 5.34648935692629 6.44607863209288 6.37973240857183
cers5 9.9855082464303 10.1235790592594 9.99795692716578 10.1547240760449 8.25560536013068 7.96763460876424 9.31098378125587 9.54886785140647
dennd1a 9.90774203536128 9.69716619912958 8.95869707530328 8.47184798475923 8.39554855003494 8.23037496910683 7.95331436151066 7.91062056980224
kdm3a 12.902905379366 13.0785505146974 12.8398554763131 12.5754727223447 11.9313383880507 12.0323275214791 11.6997119655772 11.2623077700845
vps41 8.80400323834999 9.30448621846242 7.80750362031973 8.00011855811865 7.3785380908165 7.1657729499057 7.23349694125141 7.17609031406819
med16 12.544097416407 12.2822155714404 12.4756867824867 12.2586293957844 11.3763882856244 11.3744705348411 11.2726481081302 10.8080065868861
rtfdc1 8.92815210063372 9.10860195300767 8.85098118003033 8.8094076465457 7.79060600003451 7.66644879814135 7.92155755317287 8.05679925150664
srd5a3 6.0265572580846 6.65712345320801 6.45232201560617 6.59718463860365 5.53678239169629 5.30825991958109 5.89920501989885 5.41839730381364
trip13 6.57584077875668 6.30721281631558 5.32036123740514 5.33015125492267 6.3502833149522 6.16143129580306 5.33883543006114 5.47550546700163
kctd14 6.66549091407631 7.05257520177704 7.38864421652382 7.7629401024891 5.4734368800107 5.49359303550448 6.39381627861323 6.37594940813561
cideb 6.78263235589916 6.70131538703517 7.54320622289005 7.81431934181056 6.6256476189341 6.47375564465241 7.64466075225871 7.71956292610852
